id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
28925,Grande maison centre ville Comme à la campagne,124398,Laurence,Bordeaux,Centre ville (Bordeaux),44.85024,-0.59209,Entire home/apt,234,2,2,2017-09-10,0.05,1,144
218103,B&B Apart.Suite  / tropical garden,1127981,Luis,Bgles,Bgles,44.81545,-0.54808,Entire home/apt,110,2,45,2013-07-05,0.40,4,123
222887,"Bordeaux Terrace - spectacular view, fast Wifi",1156398,Suzanna,Bordeaux,Bordeaux Sud,44.83611,-0.5664,Entire home/apt,202,3,43,2019-11-11,0.72,4,197
317273,"Bordeaux City Gardens - large 1 bd, park adjacent",1156398,Suzanna,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84782,-0.58105,Entire home/apt,145,3,26,2019-12-29,0.47,4,193
317658,"Key to Bordeaux - fairytale view, 2 bd + elevator",1156398,Suzanna,Bordeaux,Centre ville (Bordeaux),44.83882,-0.56887,Entire home/apt,202,3,61,2020-01-20,0.77,4,198
333031,STUDIO BORDEAUX TRIANGLE D OR ***** Climatisé,1697156,Antony,Bordeaux,Centre ville (Bordeaux),44.84256,-0.57794,Entire home/apt,79,1,341,2019-09-23,3.02,2,361
333592,Charming apt with terrace center town,1699300,Alexandre,Bordeaux,Centre ville (Bordeaux),44.84583,-0.58306,Entire home/apt,101,2,40,2019-07-11,0.41,1,0
344869,Cosy studio center of Bordeaux,1749523,Fabienne,Bordeaux,Centre ville (Bordeaux),44.84598,-0.5897,Entire home/apt,50,3,128,2017-07-10,1.15,3,121
365993,Modern&comfortable 3 rooms apart,1847986,Damien,Bgles,Bgles,44.81149,-0.55825,Entire home/apt,116,5,36,2019-07-06,0.32,2,325
408270,B&B Bedroom N°2  / tropical garden,1127981,Luis,Bgles,Bgles,44.81562,-0.54787,Entire home/apt,90,2,95,2014-09-15,0.87,4,125
410267,B&B Apart. N°3 / Tropical Garden,1127981,Luis,Bgles,Bgles,44.81443,-0.54876,Entire home/apt,90,2,65,2012-08-08,0.61,4,158
412475,B&B Apart n°4 / Tropical Garden,1127981,Luis,Bgles,Bgles,44.81349,-0.54827,Entire home/apt,90,2,98,2021-04-03,1.12,4,242
437127,Om Sweet Home B&B  chambre double,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85643,-0.58467,Private room,46,2,288,2017-08-12,2.62,2,299
438600,Om Sweet Home B&B  chambre Single,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85447,-0.582,Private room,31,2,222,2020-02-28,2.03,2,299
450324,"House with garden, near Bordeaux",1727412,Anne-Laure,Cenon,Plaisance-Loret-Maregue,44.86238,-0.50698,Entire home/apt,110,2,16,2013-04-15,0.16,1,0
457462,"BORDEAUX, swimming-pool, tennis !",2273643,Nadine,Talence,Talence,44.81099,-0.59954,Entire home/apt,75,2,18,2021-07-02,0.17,1,257
457640,Appartement piscine tennis Bordeaux,2274580,Christine,Talence,Talence,44.80956,-0.5994,Entire home/apt,100,2,64,2018-06-18,0.59,1,202
482102,Beautiful city house full comfort,2387430,Frederic,Le Bouscat,Le Bouscat,44.8542,-0.59581,Entire home/apt,215,2,298,2019-06-19,2.75,1,291
500193,Bordeaux centre T3 60m2 avec jardin,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83303,-0.56214,Entire home/apt,109,1,221,2017-04-02,2.06,2,315
545440,Loft with its private swimming pool,2680968,Jeanne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85655,-0.57755,Entire home/apt,250,2,57,2021-04-22,0.53,1,259
557526,"Bordeaux, jardin, piscine, tennis !",2741181,Armelle Et Bruno,Talence,Talence,44.81058,-0.59837,Entire home/apt,79,3,8,2016-08-01,0.09,1,0
568013,Family house in bordeaux center,1842076,Grégory,Bordeaux,Bordeaux Sud,44.8334,-0.56834,Entire home/apt,90,4,20,2015-07-14,0.21,1,312
599263,Bordeaux centre historique,2964570,Vincent,Bordeaux,Centre ville (Bordeaux),44.83856,-0.5751,Entire home/apt,109,3,76,2019-08-11,1.32,1,236
648539,"Location au mois avec bail, Bordeaux centre",3253952,Paul +  Sarah,Bordeaux,Bordeaux Sud,44.83265,-0.56627,Entire home/apt,29,30,43,2014-03-22,0.41,1,37
656926,Comfortable private rooms in Artist's House,3309367,Alice,Bordeaux,Bordeaux Sud,44.8327,-0.56154,Private room,50,2,4,2018-09-13,0.12,2,0
667763,Charme au coeur du Vieux Bordeaux,3378979,Xavier,Bordeaux,Centre ville (Bordeaux),44.83745,-0.56935,Entire home/apt,89,30,155,2018-10-01,1.45,2,220
670292,Appartement meublé 55m2 + terrasse,3396304,Françoise,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82809,-0.58822,Entire home/apt,70,3,16,2019-06-21,0.22,1,311
675853,"Architect House, Bordeaux",3309367,Alice,Bordeaux,Bordeaux Sud,44.83354,-0.56405,Entire home/apt,100,2,19,2020-02-24,0.18,2,0
709326,Chambre ds maison 1x1.40m ou 2x90m,3649476,Marc,Bordeaux,Caudran,44.83989,-0.61846,Private room,50,2,2,2018-10-24,0.03,2,363
717608,BORDEAUX STONE HOUSE WITH GARDEN IN,1229567,Sophie,Bordeaux,La Bastide,44.84163,-0.54889,Entire home/apt,230,5,51,2015-07-15,0.49,1,231
724856,Room quiet - Bordeaux down town,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83165,-0.59787,Private room,45,2,85,2019-08-31,0.84,2,178
749334,"T2 60m2. Bordeaux, 600€/mois",3937898,Annececile,Bordeaux,Bordeaux Sud,44.83392,-0.56489,Entire home/apt,25,14,0,,,1,0
776808,Stay in Lonely Planet's Pick  B&B | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.82429,-0.58376,Private room,121,2,3,2017-09-26,0.05,2,115
777417,Blue Lodge B&B | protected area | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.8258,-0.58508,Private room,123,2,9,2019-09-22,0.24,2,115
783449,Independent Room on garden!,4057188,Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83011,-0.60038,Private room,59,1,525,2019-09-22,5.02,3,328
792947,Villa jacuzzi intérieur,4178213,David,Pessac,Magonty,44.79283,-0.70515,Entire home/apt,145,1,124,2015-11-25,1.41,2,315
793746,Chamber of hotes Bordeaux centers,4181425,Christine,Bordeaux,Bordeaux Sud,44.82869,-0.57231,Entire home/apt,80,3,278,2019-09-10,2.68,2,338
801440,Studio in full center of Bordeaux,4181425,Christine,Bordeaux,Bordeaux Sud,44.82869,-0.57231,Entire home/apt,80,3,472,2019-11-02,4.61,2,323
813125,La Bordelaise - table d'Hôtes et chambre,4273204,Alain,Cenon,Palmer-Gravires-Cavailles,44.86145,-0.51729,Private room,66,4,0,,,1,173
823341,"""The cherub"" - Historical center",4322810,Alexandre,Bordeaux,Bordeaux Sud,44.83281,-0.57152,Entire home/apt,90,4,15,2014-10-28,0.18,1,0
835418,Appartement quartier calme et centre de Bordeaux,4368940,Hélène,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85229,-0.58522,Entire home/apt,35,7,1,2017-08-19,0.02,1,0
837713,"Near Bordeaux, in a house...",1909665,Gisèle Et Guy,Carbon-Blanc,Carbon-Blanc,44.90228,-0.50126,Private room,35,5,30,2021-06-15,0.37,2,314
845788,Apartment-de la Porte Basse-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83642,-0.57658,Entire home/apt,118,1,61,2019-09-04,0.61,16,72
845807,Apartment-de la Course 2 -Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85029,-0.57585,Entire home/apt,115,1,16,2015-09-28,0.22,16,47
845815,Apartment-de la Course 1-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85234,-0.57523,Entire home/apt,120,1,30,2019-08-01,0.30,16,39
856891,Maison d'architecte de caractère,1924713,Jean-François,Bordeaux,Caudran,44.85946,-0.61238,Entire home/apt,313,2,65,2020-06-21,1.38,1,328
858946,Loft in the heart of Bordeaux,4496051,Anne,Bordeaux,Centre ville (Bordeaux),44.84025,-0.57322,Entire home/apt,60,30,22,2017-07-28,0.22,3,243
865244,Bungalow Independ quiet and sunny,4543023,Jean Guillaume,Merignac,La Glacire,44.82859,-0.61801,Entire home/apt,82,2,92,2020-10-21,0.91,1,295
867488,"El Patio, Jacuzzi in city center",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,220,2,90,2018-10-17,0.93,8,295
872870,"Esprit Zen, Turkish bath pleasure",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,180,2,70,2017-09-30,0.80,8,305
872948,"Dolce Vita, A soft life in Bordeaux",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,70,2,60,2021-03-13,0.62,8,298
872979,"Duo, small but smart flat for 2",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,40,2,40,2019-03-01,0.89,8,232
878032,bed and breakfast,4639813,Isabelle,Pessac,France Alouette,44.78298,-0.68522,Private room,135,1,2,2019-08-18,0.03,3,362
880024,"16 accommodated in the same place, in 4 flats",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,763,3,25,2019-03-10,0.26,8,215
880178,"Gite ""Carlito"" (for 2 people).",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,39,3,13,2016-05-15,0.13,8,303
881775,Vacation Sebea' s House with Pool,4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,490,2,2,2019-08-10,0.02,8,0
881940,"""Katalpa"" for +12 with Pool & Spa",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75388,-0.6228,Entire home/apt,540,2,19,2014-07-26,0.23,8,304
888556,CHAMBRE COSY AU CALME 1,992322,Francoise,Bordeaux,Caudran,44.84897,-0.60515,Private room,70,3,2,2015-09-05,0.02,2,365
913857,"Chambre à louer à la nuit, à la semaine",4904893,Nicolas,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92077,-0.5036,Private room,25,1,9,2020-01-31,0.30,1,358
920432,LUMINEUX ET AGREABLE APPARTEMENT,4394250,Beatrice,Bordeaux,Nansouty - Saint Gens,44.81699,-0.56626,Entire home/apt,48,365,4,2018-03-31,0.07,1,364
921237,CHAMBRE DANS MAISON DE CHARME,4951342,Jean-Francois,Talence,Talence,44.81942,-0.59304,Private room,30,3,19,2020-01-27,0.23,1,213
939481,Chambre avec jardin et petit dej,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83249,-0.56125,Private room,43,1,270,2019-10-08,2.66,2,310
943643,Lovely house with garden in center of Bordeaux,5105947,Mathieu,Bordeaux,Caudran,44.86213,-0.6179,Private room,82,30,69,2020-10-29,0.85,1,0
945340,studio idéalement situé,2280426,Romain Et Pascale,Bordeaux,Centre ville (Bordeaux),44.83813,-0.56992,Entire home/apt,25,28,163,2020-08-31,1.69,1,258
956104,Chambre avec Piscine Proche Bordeaux Idéal Vinexpo,5195865,Stéphanie,Blanquefort,Blanquefort,44.9222,-0.64419,Private room,58,1,25,2017-09-03,0.26,1,330
956277,chambre lumineuse au calme 2,992322,Francoise,Bordeaux,Caudran,44.84859,-0.60319,Private room,70,1,12,2013-06-20,0.13,2,365
964043,City center and charm,2658645,Charlotte,Bordeaux,Centre ville (Bordeaux),44.84388,-0.57882,Entire home/apt,150,3,26,2020-10-28,0.53,2,74
965115,Appartement Bordeaux,5261989,Alfred,Bordeaux,Bordeaux Sud,44.82569,-0.55186,Entire home/apt,70,2,6,2013-11-04,0.09,1,364
981420,Chambre et Salle de bains privés - Tourny-Gambetta,2658645,Charlotte,Bordeaux,Centre ville (Bordeaux),44.84608,-0.58105,Private room,55,3,7,2019-10-24,0.22,2,255
1000233,1 nice bed & breakfast close to Bordeaux,5499035,Isabelle,Pessac,France Alouette,44.8001,-0.67728,Private room,75,2,3,2016-06-26,0.04,2,319
1007407,TERRASSES SAINT PIERRE,5541484,Thierry D,Bordeaux,Centre ville (Bordeaux),44.84107,-0.5719,Entire home/apt,169,3,155,2019-12-30,1.59,1,182
1025361,Welcome to our place!,5113450,Lila,Merignac,La Glacire,44.8365,-0.62269,Private room,58,1,279,2020-09-06,3.93,1,339
1043978,Bright flat in Historical center,5748061,Marion,Bordeaux,Bordeaux Sud,44.83413,-0.57048,Entire home/apt,80,4,97,2019-09-08,0.98,1,0
1083031,"Historic Bordeaux, Charming 110m2",5954504,Nicole,Bordeaux,Centre ville (Bordeaux),44.841572,-0.574387,Entire home/apt,126,2,24,2018-07-22,0.33,1,364
1094287,Room with garden center of Bordeaux,5502963,Nadia,Bordeaux,Nansouty - Saint Gens,44.82585,-0.57682,Private room,55,2,30,2018-08-24,0.30,1,27
1098462,Townhouse with pool and garden,6036342,Sébastien,Talence,Talence,44.81706,-0.57886,Entire home/apt,320,6,3,2018-08-15,0.05,1,281
1108832,Beautiful pool house near BORDEAUX,6087321,Pierre,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89249,-0.71023,Entire home/apt,247,6,3,2019-08-20,0.09,2,311
1109000,Maison style colonial à Bordeaux,6088135,Veronique,Le Bouscat,Le Bouscat,44.86227,-0.59378,Entire home/apt,230,3,32,2019-06-09,0.45,3,321
1109639,Loft 150m² avec piscine et climatisation BORDEAUX,6068524,Audrey,Bordeaux,Nansouty - Saint Gens,44.81363,-0.56646,Entire home/apt,281,10,17,2019-06-10,0.18,1,326
1116630,Charme T3 Balcon coeur de bordeaux,6128626,Olivier,Bordeaux,Centre ville (Bordeaux),44.83691,-0.57057,Entire home/apt,120,5,103,2020-03-06,1.19,1,0
1117474,INCROYABLE T3 EN HYPERCENTRE,6133211,Crystel,Bordeaux,Centre ville (Bordeaux),44.83871,-0.56846,Entire home/apt,120,3,326,2020-02-22,3.28,2,281
1136724,"Spacious house, 4 guests with Garden & Garage",3774373,Stéphane & Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83,-0.58818,Entire home/apt,90,2,433,2021-04-04,4.42,4,307
1161946,STUDIO indépendant  JARDIN salle eau  kitchenette,6364913,Christine,Lormont,Lormont,44.88214,-0.49716,Private room,38,2,52,2015-09-10,0.53,1,96
1165770,"Grande maison, jardin, 5 Chambres",6384904,Leila,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85666,-0.58248,Entire home/apt,299,4,40,2019-05-25,0.64,1,301
1172803,PATIO STUDIO  CENTRE,1029070,Louis,Bordeaux,Bordeaux Sud,44.83472,-0.57507,Entire home/apt,60,2,601,2019-11-20,6.21,5,222
1174427,Appartement de charme hyper centre,6427447,Laurence & Aurélien,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8451,-0.57738,Entire home/apt,140,2,41,2013-09-15,0.42,1,364
1182098,Loft Saint Michel - Bordeaux,6466588,Christophe,Bordeaux,Bordeaux Sud,44.83413,-0.56988,Entire home/apt,170,2,66,2019-08-13,1.94,1,120
1185900,Centre Bordeaux cabane de charme,6486165,Fabienne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85529,-0.5854,Entire home/apt,91,1,92,2019-09-06,1.05,2,336
1188231,Lovely Apartment City Center A/C,1029070,Louis,Bordeaux,Bordeaux Sud,44.83422,-0.57492,Entire home/apt,76,2,454,2020-03-01,4.68,5,200
1196034,historic city Triplex with terrace,6056113,Nathalie,Bordeaux,Bordeaux Sud,44.83232,-0.56843,Entire home/apt,179,4,34,2019-07-24,0.47,1,9
1196311,Rare Grand duplex hyper centre,4496051,Anne,Bordeaux,Centre ville (Bordeaux),44.84085,-0.57874,Entire home/apt,90,120,27,2017-07-01,0.37,3,189
1203069,Amazing T3 downtown + parking free,6571433,Antoine,Bordeaux,Centre ville (Bordeaux),44.83907,-0.57529,Entire home/apt,135,2,443,2021-07-04,5.16,1,154
1209361,nice bungalow garden near Bordeaux,6604469,Olivier,Lormont,Lormont,44.88074,-0.50103,Entire home/apt,130,2,29,2019-07-28,0.30,1,268
1211924,Centre-ville maison 3 ch au calme avec jardin,6616722,Lily,Bordeaux,Centre ville (Bordeaux),44.8474,-0.59419,Entire home/apt,160,2,118,2019-09-20,1.38,1,330
1222718,Beautiful  XVIII th apartment,6284990,Michel,Bordeaux,Centre ville (Bordeaux),44.83693,-0.56839,Entire home/apt,200,3,73,2019-05-09,0.88,1,0
1227141,"T2 independant, charme et détente.",6693475,Cristina,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89443,-0.74962,Entire home/apt,103,6,25,2019-11-02,0.34,1,221
1241376,Sunny Apartment Centre/AC,1029070,Louis,Bordeaux,Bordeaux Sud,44.83476,-0.57497,Entire home/apt,60,2,469,2020-03-15,4.88,5,74
1242294,BEAUTIFUL 1 BEDROOM FLAT HEART OF THE OLD TOWN,5563943,Xavier,Bordeaux,Centre ville (Bordeaux),44.84104,-0.57563,Entire home/apt,80,1,797,2020-03-14,8.14,1,286
1244514,Le Gîte Marengo vous accueille,5445103,Pierre,Bordeaux,Bordeaux Sud,44.83388,-0.56906,Entire home/apt,80,2,5,2015-04-05,0.05,1,249
1250274,VERY NICE 56M² VERY CLOSE TO  HOTEL PALAIS GALLIEN,6581487,Virginie,Bordeaux,Centre ville (Bordeaux),44.8458,-0.5841,Entire home/apt,68,3,18,2015-06-20,0.19,1,341
1251926,House between Bordeaux and Lacanau,6821197,Christophe,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.93339,-0.75739,Entire home/apt,225,7,6,2019-08-03,0.10,1,0
1258486,"Bedroom,large bed,French breakfast,free parking",6854230,Marcel,Talence,Talence,44.82358,-0.59112,Private room,42,2,155,2019-11-05,1.67,2,189
1261354,Appartement 70m2 avec jacuzzi,6870069,Jessica,Bordeaux,Bordeaux Maritime,44.8599,-0.56237,Entire home/apt,90,5,34,2015-06-18,0.35,1,338
1266428,La maison d'Antoinette,6893670,Françoise,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.88262,-0.70032,Entire home/apt,90,2,56,2019-11-14,0.66,1,310
1272272,Cosy 2 bedroom house in calm area,6924683,Marine Et Damien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83472,-0.6037,Entire home/apt,150,4,35,2019-04-26,0.36,1,189
1274080,au cœur du quartier historique,6935270,Fred,Bordeaux,Centre ville (Bordeaux),44.83834,-0.57026,Entire home/apt,95,1,487,2020-01-11,5.00,1,359
1299682,Beautiful T3 Hypercentral + PARKING,7066630,Marina,Bordeaux,Centre ville (Bordeaux),44.84354,-0.58141,Entire home/apt,160,3,41,2019-08-16,0.45,1,103
1321105,quiet duplex house dowtown Bordeaux,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8317,-0.59766,Entire home/apt,65,2,12,2014-07-28,0.12,2,50
1323347,Big apartment / hyper center/ 3***,7183066,M,Bordeaux,Centre ville (Bordeaux),44.84174,-0.57125,Entire home/apt,139,3,5,2017-07-06,0.45,1,240
1342715,CHAMBRE PRIVEE - APPART  BORDEAUX,7282485,Leidi,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85716,-0.57122,Private room,31,2,1,2013-08-06,0.01,1,319
1348141,"Quiet appt with balcony, 4 people",7233878,Maria,Bordeaux,Bordeaux Maritime,44.86544,-0.57141,Entire home/apt,75,2,14,2016-06-15,0.15,1,187
1355655,Quiet and charming studio,2735557,Thomas,Floirac,Floirac,44.83437,-0.52154,Entire home/apt,39,1,37,2020-08-29,0.51,2,13
1355740,Charming and quiet apartment,29102137,L.C.B,Bordeaux,Bordeaux Sud,44.83397,-0.57057,Entire home/apt,80,2,23,2019-06-26,0.25,20,213
1355836,Fully equipped studio in Bordeaux,7354091,Deborah,Bordeaux,Bordeaux Sud,44.82797,-0.57163,Entire home/apt,30,30,48,2016-10-31,0.53,3,261
1362776,Peaceful home just 10 minutes from the city center,7397083,Hicanoba,Talence,Talence,44.81718,-0.59121,Entire home/apt,250,4,22,2017-07-13,0.26,2,2
1367124,i don't speak english,7417559,Christian,Gradignan,Gradignan,44.75524,-0.63437,Private room,77,1,0,,,1,365
1372795,B&B for 2-3 with private bathroom,7442737,Patricia,Bordeaux,La Bastide,44.84522,-0.55173,Private room,95,2,4,2014-05-21,0.04,3,364
1376433,Villa avec piscine proche Bordeaux,7457361,Alexandre,Pessac,Magonty,44.77967,-0.69844,Entire home/apt,275,12,6,2013-08-18,0.07,1,192
1384894,Friendly B&B- bedroom Soleil Levant,7442737,Patricia,Bordeaux,La Bastide,44.84526,-0.55298,Private room,90,1,4,2019-09-19,0.18,3,365
1385160,Studio with kitchen and breakfast,7442737,Patricia,Bordeaux,La Bastide,44.84511,-0.55271,Private room,85,2,1,2018-06-02,0.03,3,365
1386739,Cozy apartment in Bordeaux,7501900,Reynald,Bordeaux,La Bastide,44.84274,-0.55812,Entire home/apt,25,1,83,2018-09-11,0.86,1,0
1387018,studio with courtyard hyper center,3897750,Julien,Bordeaux,Bordeaux Sud,44.83149,-0.57231,Entire home/apt,34,2,78,2018-08-21,0.81,1,0
1413371,"Appartement de Cédric, Saint Médard en Jalles",7618574,Cédric,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89719,-0.75046,Entire home/apt,50,4,38,2018-10-18,1.12,1,115
1419391,B&B garden side Bordeaux Mondésir,7643775,Capucine & Damien,Merignac,La Glacire,44.83551,-0.61857,Private room,80,2,11,2015-07-01,0.12,1,55
1421443,4* studio in the center of Bordeaux,7651794,Lionel,Bordeaux,Centre ville (Bordeaux),44.84263,-0.57549,Entire home/apt,94,5,22,2018-12-13,0.24,1,357
1437355,Jolie maison familiale avec jardin & piscine,7721160,J-M,Bordeaux,Bordeaux Sud,44.82424,-0.55984,Entire home/apt,196,9,15,2016-06-20,0.16,1,66
1440894,Beautiful apartment in city center,29102137,L.C.B,Bordeaux,Centre ville (Bordeaux),44.83641,-0.56972,Entire home/apt,80,1,32,2020-02-03,0.57,20,258
1454611,Cosy House in St Genès,4751437,Elodie & Charlotte,Bordeaux,Nansouty - Saint Gens,44.81964,-0.57913,Private room,50,2,5,2020-02-29,0.05,1,241
1499802,Apartment Bordeaux Centre   CLIMATISATION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83469,-0.5749,Entire home/apt,54,2,413,2020-02-23,4.50,5,0
1508676,MaisonEntièremtMeublébordeauxcentre,8058908,Thibo,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83299,-0.58497,Entire home/apt,167,3,5,2017-09-01,0.05,1,0
1540841,Cosy appartment in the heart of Bordeaux,8213752,Laurent,Bordeaux,Bordeaux Sud,44.83346,-0.56218,Entire home/apt,70,4,10,2014-09-06,0.11,3,157
1547915,Petite Maison tout confort située à Pessac centre,8248228,Mathieu,Pessac,Chiquet-Fontaudin,44.80518,-0.62131,Entire home/apt,50,30,11,2018-05-09,0.25,1,188
1585274,Maison,4800008,Pauline,Bordeaux,La Bastide,44.85366,-0.54184,Entire home/apt,150,5,8,2020-12-27,0.13,1,356
1591705,Maison avec jardin,8490764,Christophe,Cenon,Palmer-Gravires-Cavailles,44.85149,-0.51952,Entire home/apt,40,2,33,2016-07-08,0.42,4,189
1605871,Appartement de type t2 de 52 m2,8555286,Ghislaine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8203,-0.60063,Entire home/apt,38,4,123,2016-11-15,1.63,1,250
1612990,"Nice, confortable and quiet suite",8586420,Iñaki,Bordeaux,Centre ville (Bordeaux),44.84681,-0.58847,Private room,69,2,76,2019-10-04,0.90,1,61
1639782,Maison avec jardin,5076596,Julia,Talence,Talence,44.80724,-0.58255,Private room,40,1,0,,,2,32
1652831,Superbe Duplex avec Parking/Jardin,4538479,Richard,Bordeaux,Bordeaux Sud,44.83054,-0.57426,Entire home/apt,110,2,54,2019-09-05,1.13,1,187
1672218,Chambre SDB+ Breakfast Gare St Jean,8852292,Agnès,Bordeaux,Bordeaux Sud,44.82643,-0.56136,Private room,55,2,67,2019-06-02,0.81,1,0
1679033,"Villa de standing/piscine, Gironde",8505152,Laurent,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.92407,-0.75069,Entire home/apt,450,7,0,,,1,315
1699336,Bedroom and a family house,8973463,Emmanuel,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83307,-0.60382,Private room,39,2,19,2014-12-15,0.23,1,365
1765419,"""Zenitude"" room with private bathroom",8526889,Louise-Marie,Talence,Talence,44.80234,-0.57691,Private room,27,2,1,2020-01-04,0.05,3,315
1791040,Gallien - Excellent option with lift & parking,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84545,-0.58,Entire home/apt,175,90,7,2014-09-20,0.08,80,269
1791884,"Fantastic 2 BR apartment, lift, best location",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84167,-0.57807,Entire home/apt,175,90,14,2016-06-07,0.17,80,342
1800344,Design Loft Vintage,3070456,Cécile & Hugo,Bordeaux,Caudran,44.85595,-0.60688,Entire home/apt,500,2,81,2018-04-04,0.93,1,220
1829529,"Maison en pierre, grande terrasse,  200m des quais",9570720,Anne,Bordeaux,Bordeaux Maritime,44.861132607619254,-0.5589434125348696,Entire home/apt,144,3,0,,,1,281
1842045,Bedroom(bed160x200) +bathroom+Breakfast+parking,6854230,Marcel,Talence,Talence,44.82192,-0.59135,Private room,43,2,66,2020-01-06,1.11,2,189
1845964,charming apartment with garden,6599376,Camille,Bordeaux,Bordeaux Sud,44.83016,-0.57663,Entire home/apt,88,3,47,2018-05-12,0.53,1,122
1873856,Separate nice room with private bathroom,5058811,Jérôme,Bgles,Bgles,44.78812,-0.56114,Private room,43,2,62,2015-07-05,0.72,2,313
1890659,L'Appart du Vieux Marché,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83712,-0.573,Entire home/apt,450,1,78,2019-07-10,0.87,16,77
1926172,Appartement clair avec AIR CONDITION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83424,-0.57517,Entire home/apt,60,2,285,2019-10-24,4.67,5,323
1939935,HÔTEL PARTICULIER MARENGO BORDEAUX,10034489,Alain - Didier,Bordeaux,Bordeaux Sud,44.83393,-0.57056,Entire home/apt,450,4,5,2019-08-26,0.15,4,129
1949284,Nuit du manège CosyHOME in Bordeaux,7548084,Marie-Hélène,Bordeaux,Centre ville (Bordeaux),44.84009,-0.58434,Entire home/apt,117,2,13,2015-06-16,0.19,1,363
1981739,T1 bis duplex quartier historique,10226460,Carolle,Bordeaux,Centre ville (Bordeaux),44.83746,-0.56734,Entire home/apt,68,2,38,2021-02-20,0.52,3,340
1981799,Ideal family house with Garden,8807194,Gerard Et Marion,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85695,-0.56906,Entire home/apt,300,5,7,2018-08-22,0.08,1,1
1989263,Propose chambre dans appt de charme,8993317,Christian,Bordeaux,Bordeaux Sud,44.82713,-0.56938,Private room,36,3,10,2015-05-24,0.14,1,359
1997144,Bordeaux duplex 70m2 chartrons,10291316,Xavier,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85328,-0.56673,Entire home/apt,80,1,300,2019-07-01,3.28,1,298
2024975,Gite Fonteneau 10mn de Bordeaux,10034489,Alain - Didier,Floirac,Floirac,44.83747,-0.50635,Entire home/apt,125,6,14,2020-10-04,0.21,4,311
