id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18750106,Grand T2 aux portes de Bordeaux,130440924,David,Merignac,La Glacire,44.83038,-0.62786,Entire home/apt,30,1,10,2017-07-02,0.20,1,0
18750388,Joli T2 au quartier Bastide,84624253,Guillaume,Bordeaux,La Bastide,44.84791,-0.54686,Entire home/apt,45,4,1,2017-06-21,0.02,1,0
18752294,Maison familiale Bordeaux Chartrons 280m2,55316110,Julien,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85948,-0.56873,Entire home/apt,500,6,0,,,1,0
18752629,"Vinexpo -  heart of historical city, 2 bed room",130464408,Amandine,Bordeaux,Centre ville (Bordeaux),44.84206,-0.57243,Entire home/apt,200,2,1,2017-06-19,0.02,1,0
18758716,Maison de ville idéalement située.,66472008,Quentin,Merignac,Arlac,44.82237,-0.62531,Entire home/apt,35,1,3,2017-06-30,0.06,1,0
18762822,Beau T2 avec grand balcon à Bordeaux-Lac,32360636,Nolwenn,Bruges,Bruges,44.87691,-0.58222,Entire home/apt,65,5,1,2017-05-28,0.02,1,0
18763995,Grande maison au calme avec piscine chauffée,78586330,Aude Et James,Villenave-d'Ornon,Villenave-d'Ornon,44.77567,-0.58092,Entire home/apt,273,7,6,2017-07-29,0.12,2,10
18764420,❤ Quinconces - spacious flat & private parking ❤,130563377,François,Bordeaux,Centre ville (Bordeaux),44.84456,-0.57229,Entire home/apt,100,3,21,2017-07-24,0.44,1,0
18767789,Appartement Bordeaux Chartrons avec terrasse,52095188,Luc,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.854,-0.57763,Entire home/apt,180,2,27,2019-04-21,0.54,1,346
18770897,"Petit apt en plein centre-ville
City center flat",62213379,Marc  Et  Emilie,Bordeaux,Centre ville (Bordeaux),44.84109,-0.56961,Private room,25,1,1,2017-06-08,0.02,1,0
18771445,Maison pierre avec cour très calme proche Bordeaux,34813678,Véronique,Le Bouscat,Le Bouscat,44.86586,-0.59306,Entire home/apt,90,2,35,2021-06-27,0.70,1,13
18779249,maison familiale Bordeaux métropole sud,32335000,Laurence,Gradignan,Gradignan,44.78478,-0.61183,Entire home/apt,190,7,23,2018-05-01,0.46,1,8
18780279,"Elegant 72 sqm, stunning view, with Parking",72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,189,3,3,2020-03-16,0.11,81,282
18780280,Luxe - Elegant 72m2 with stunning view + parking,9382960,Kareen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,189,3,7,2018-09-24,0.34,80,282
18780662,"Télégraphe - 95m2 standing avec parking, centre",72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84305,-0.5805,Entire home/apt,175,90,0,,,81,364
18780663,"Lovely 63 sqm, 2 bedrooms with terrace & Parking",72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,189,3,2,2019-04-15,0.09,81,291
18780664,Culinaire - 63m2 with terrace & parking. Chartrons,9382960,Kareen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84979,-0.5704,Entire home/apt,189,3,31,2018-05-04,0.65,80,291
18780885,Appartement lumineux sur les quais de Bordeaux,85486619,Hugo,Bordeaux,Bordeaux Sud,44.83423,-0.56422,Entire home/apt,56,2,2,2017-07-27,0.04,1,0
18781951,Bel appartement en plein centre de Bordeaux,32122259,Annabelle,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83444,-0.58331,Entire home/apt,45,2,10,2017-09-10,0.20,1,0
18783030,Bel appartement au coeur du Triangle d'or,111370702,Marianne,Bordeaux,Centre ville (Bordeaux),44.84126,-0.5799,Entire home/apt,80,1,2,2017-06-05,0.04,1,0
18783214,"Grande maison, jardin boisé avec piscine",130721724,Ignace,Le Taillan-Mdoc,Le Taillan-Mdoc,44.90143,-0.69934,Entire home/apt,230,15,1,2017-05-27,0.02,1,0
18789402,Appartement ou chambre à louer a pessac,130773859,Fatou,Pessac,Saige,44.79296,-0.62962,Entire home/apt,25,1,0,,,1,0
18790001,Studio charmant à 2 pas de la Place de la Bourse,130779544,Flora,Bordeaux,Centre ville (Bordeaux),44.83955,-0.57106,Entire home/apt,33,2,1,2017-06-09,0.02,1,0
18791228,Beau T3 a coté de la cité du vin,78235733,Rachel,Bordeaux,Bordeaux Maritime,44.86757,-0.554,Entire home/apt,55,1,0,,,1,0
18809163,Studio  meublée très calme..,63607213,Mario,Bordeaux,Bordeaux Sud,44.82962,-0.57621,Private room,35,1,9,2017-07-31,0.18,2,0
18815898,"Appartement rénové à Bordeaux centre,Vin-expo 2017",38237363,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84685,-0.57953,Entire home/apt,150,5,0,,,1,0
18816914,appartement de charme,131014980,Yohan,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83209,-0.61147,Entire home/apt,75,2,0,,,1,0
18818540,Studio Gambetta,111110577,Emma,Bordeaux,Centre ville (Bordeaux),44.84082,-0.58012,Entire home/apt,25,1,9,2017-06-12,0.18,1,0
18819111,T3 lumineux à proximité Quais et Cité du vin,112869504,Jérôme,Bordeaux,Bordeaux Maritime,44.85999,-0.55774,Entire home/apt,105,2,8,2019-04-27,0.30,1,0
18825158,Chambre dans beau apt neuf lumineux à 10 min de BX,126386455,Sana,Lormont,Lormont,44.87105,-0.50899,Private room,22,1,23,2021-03-29,0.46,3,365
18825976,Grand appartement calme en plein coeur de Bordeaux,5644980,Leilla,Bordeaux,Centre ville (Bordeaux),44.84257,-0.58712,Entire home/apt,85,7,0,,,1,0
18834017,Chambre dans bel appartement à  10 mns du centre,23243533,Isabelle,Le Bouscat,Le Bouscat,44.86645,-0.58256,Private room,50,3,0,,,2,3
18836715,flat (with a private room) in historical center,6925736,Sylvain,Bordeaux,Bordeaux Sud,44.83036,-0.57402,Entire home/apt,80,1,21,2019-11-02,0.43,1,361
18838442,"Beau loft, proche centre ville, terrasse, garage",127067394,Isabelle,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8374,-0.59292,Entire home/apt,110,4,6,2017-06-21,0.13,1,32
18844459,quartier des Chartrons BORDEAUX 2 pièces,131253930,Christian,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84981,-0.56782,Entire home/apt,55,3,5,2017-07-20,0.10,1,0
18845717,Chambre dans le centre de Bordeaux,23277942,Tiphaine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83102,-0.57827,Private room,20,2,6,2017-06-20,0.12,1,0
18845750,Chambre & Sde à 2 km Campus universités Talence,4286746,Virginie,Talence,Talence,44.8142,-0.60826,Private room,19,2,12,2019-06-27,0.31,2,0
18847024,Appartement lumineux à 10 min de Bordeaux,15386342,Amandine,Talence,Talence,44.81967,-0.58568,Entire home/apt,35,1,2,2017-08-14,0.04,1,0
18847713,Cosy and calm apartment in Bordeaux' city center,3868165,Marie,Bordeaux,Centre ville (Bordeaux),44.84663,-0.58672,Entire home/apt,70,3,7,2017-10-13,0.15,1,0
18860156,Chambre privée Mérignac,25633914,Morgane,Merignac,La Glacire,44.83198,-0.63125,Private room,50,1,0,,,1,0
18862974,❤ City center - cosy & quiet apartment ❤,131162357,Valentine,Bordeaux,Centre ville (Bordeaux),44.83938,-0.58974,Entire home/apt,64,1,15,2018-06-30,0.31,1,5
18865198,Great LOFT in center .,24398558,Sophie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83305,-0.57791,Private room,70,2,27,2017-10-11,0.58,1,177
18870188,Charmante maison de ville au coeur de Bordeaux,56372237,Jocelyne,Bordeaux,Nansouty - Saint Gens,44.82608,-0.57254,Entire home/apt,72,1,15,2020-03-06,0.30,2,0
18872658,Bel appartement Cosy Bordeaux hypercentre,131494347,Damien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83148,-0.57902,Entire home/apt,60,2,78,2019-06-10,1.57,1,7
18875098,Studio charmant Bordeaux centre,131515095,Fabien,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8342,-0.58377,Entire home/apt,40,3,26,2019-06-02,0.52,1,157
18875230,Appartment 80m2 in Saint Michel for 6 persons,91417277,Olivier,Bordeaux,Bordeaux Sud,44.83423,-0.56547,Entire home/apt,129,1,171,2020-01-03,3.41,2,165
18885201,Location maison Bordeaux - Idéal pour Vinexpo !,54868931,Paul,Bordeaux,Centre ville (Bordeaux),44.84831,-0.59358,Entire home/apt,140,3,0,,,1,0
18885725,"Echoppe bordelaise, quartier  Bordeaux Caudéran.",131603849,Elodie,Bordeaux,Caudran,44.8586,-0.61118,Entire home/apt,300,7,0,,,1,362
18886093,Bordeaux trendy - Vacances sans voiture- Balconies,35316043,ThAlie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85467,-0.59107,Entire home/apt,67,2,91,2019-10-15,1.82,1,21
18889134,Loft de standing 45m2 - Hyper Centre historique,131620913,Chantal,Bordeaux,Centre ville (Bordeaux),44.83836,-0.57844,Entire home/apt,80,3,47,2019-10-01,0.95,1,179
18893866,"Appartement de charme chartrons,lumineux, terrasse",131659787,Godefroy,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85342,-0.57204,Entire home/apt,60,3,1,2017-08-13,0.02,1,0
18903721,T2/Parking Privé/Terrasse - Bordeaux Ravezies,131739087,Pauline,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.86222,-0.58348,Entire home/apt,64,3,14,2018-10-09,0.28,1,0
18907530,Appartement au coeur de Bordeaux,87066847,Laurent,Bordeaux,Centre ville (Bordeaux),44.83633,-0.56962,Entire home/apt,65,2,31,2017-10-29,0.63,1,0
18911584,Chambre près du centre ville Bordeaux,131798984,Christopher,Bordeaux,La Bastide,44.84097,-0.55471,Private room,90,1,12,2018-09-26,0.24,1,365
18912970,APPARTEMENT T1  COSY PROXIMITÉ CENTRE VILLE,65767917,Guylaine,Talence,Talence,44.81793,-0.58574,Entire home/apt,48,4,5,2018-08-31,0.10,2,0
18928015,Maison moderne à Bordeaux-Ravezies,14916146,Guillaume,Le Bouscat,Le Bouscat,44.86826,-0.58024,Entire home/apt,120,7,3,2019-07-27,0.09,1,0
18930220,"T2 lumineux, tout confort, Marché des Capucins",79001310,Camino,Bordeaux,Bordeaux Sud,44.82807,-0.56901,Entire home/apt,48,2,10,2017-06-30,0.21,1,0
18936709,2 pièces 25 m2 chambre séparée quartier St Gènes,8756831,Vincent,Bordeaux,Nansouty - Saint Gens,44.83002,-0.57996,Entire home/apt,58,2,1,2017-12-10,0.02,1,0
18944071,Bel appartement très calme avec clim réversible,98396136,David,Merignac,Bourran,44.84246,-0.6374,Entire home/apt,70,2,111,2019-08-15,2.25,1,310
18944157,Chambre SDB privée proche gare centre transports,69600911,Chantal,Bordeaux,Bordeaux Sud,44.82728,-0.56034,Private room,45,2,130,2019-09-25,2.63,2,188
18944546,PIERRE 1ER APARTEMENT,132072201,Marie Laure,Le Bouscat,Le Bouscat,44.85568,-0.59247,Entire home/apt,85,2,0,,,1,0
18954086,Logement à Bordeaux avec accès piscine,107669896,Patricia,Bordeaux,Caudran,44.8451,-0.6179,Entire home/apt,120,3,107,2019-09-15,2.16,1,280
18955243,T4 appartement adorable avec joli balcon,132167834,Wendy,Talence,Talence,44.81616,-0.57897,Entire home/apt,100,1,1,2017-07-15,0.02,1,0
18960558,"""Beau Studio"" at 15 minutes from Bordeaux by tram.",8294892,Mathieu,Merignac,Arlac,44.82725,-0.62071,Entire home/apt,80,2,84,2019-05-06,1.69,1,336
18967316,Bed & Breakfast,48966197,Marie,Bordeaux,Caudran,44.83762,-0.60145,Private room,100,1,0,,,1,363
18967579,Rue notre dame / appartement 55m2 pour 2 -3,72824674,Clément,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85319,-0.56864,Entire home/apt,65,1,1,2017-06-09,0.02,1,0
18972156,Loft en face du Parc Bordelais,76905495,Alma,Bordeaux,Caudran,44.84931,-0.6002,Private room,27,6,1,2017-07-09,0.02,2,0
18972630,Belle échoppe avec jardin au calme Parc Bordelais,132328906,Valérie,Bordeaux,Caudran,44.84675,-0.60598,Entire home/apt,135,1,66,2019-10-06,1.34,1,272
18973272,T2 calme proche de la Victoire,32367560,Melissa,Bordeaux,Nansouty - Saint Gens,44.82452,-0.57593,Entire home/apt,52,3,13,2017-07-31,0.27,1,0
18975066,LUMINOUS HOUSE WITH A POOL - PESSAC (BORDEAUX),61928047,Jacques,Pessac,Le Bourg,44.80613,-0.62857,Entire home/apt,324,2,21,2018-09-09,0.44,1,105
18981169,Loue maison proche bordeaux,84304023,Emmanuel,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.8679,-0.47653,Entire home/apt,135,7,1,2017-07-22,0.02,1,0
18986776,Chambre privée 13m2 proche du centre ville,94491270,Victor,Talence,Talence,44.81288,-0.57703,Private room,21,1,15,2017-09-07,0.30,1,0
18990279,Studio indépendant,132465244,Bernadette,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85198,-0.57672,Private room,65,3,101,2019-05-19,2.04,1,113
18991916,Appartement de type 3 de 80 m2 Barrière ST Gènes,86982471,Jean Christophe,Bordeaux,Nansouty - Saint Gens,44.82299,-0.58438,Entire home/apt,90,2,1,2019-06-09,0.04,1,244
18993252,Appartement 65m2 avec balcon & parking,132486357,Hugo,Bgles,Bgles,44.80729,-0.53884,Entire home/apt,100,2,2,2017-07-09,0.04,1,0
18994150,Chaleureux appartement ensoleillé à Caudéran,132475107,Mel,Bordeaux,Caudran,44.85314,-0.61137,Entire home/apt,60,2,0,,,1,0
18994287,Charming House in Garden,27475854,Gwendoline,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85196,-0.58983,Private room,71,2,111,2021-03-22,2.23,1,301
18994416,Welcome near Bordeaux in a 4/6 people accomodation,102046588,Juliette,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.86457,-0.48091,Entire home/apt,34,1,43,2018-09-28,0.91,3,0
18995407,"Bel appartement, calme et confortable",87103472,Celine Et Ben,Bordeaux,Bordeaux Maritime,44.86704,-0.55067,Entire home/apt,50,1,7,2017-08-23,0.16,1,0
18996461,T1bis proche de tout !,132515945,Jacques,Bordeaux,Bordeaux Sud,44.83494,-0.56758,Entire home/apt,22,2,7,2017-10-10,0.15,1,0
19001403,appartement ambares,132573052,Mathieu,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92665,-0.49136,Shared room,120,1,1,2017-06-05,0.02,1,0
19002603,Appartement lumineux au coeur de Bordeaux,36350982,Sophie,Bordeaux,Bordeaux Sud,44.82888,-0.57596,Entire home/apt,40,2,3,2017-08-15,0.06,1,0
19008915,Maison climatisée entre Bordeaux et St Emilion,103458747,Vanessa,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.84545,-0.49339,Entire home/apt,119,3,31,2021-02-20,0.76,1,329
19011654,Loft Bordeaux - 95m2,132639247,Clémence,Bordeaux,Nansouty - Saint Gens,44.82022,-0.57146,Entire home/apt,63,3,3,2017-08-15,0.06,1,0
19012715,T2 avec jardin partagé et balcon. 7mn  gare Sncf,38963667,Delphine,Bordeaux,Bordeaux Sud,44.82018,-0.5634,Entire home/apt,55,3,34,2018-08-20,0.69,1,71
19015554,Appartement - Quartier Saint Michel,40136984,Lorie,Bordeaux,Bordeaux Sud,44.83426,-0.56912,Entire home/apt,75,2,10,2018-06-27,0.20,1,0
19015740,.Appart Charme /Hyper Centre/  Porte Dijeaux*****,9312848,Laurence,Bordeaux,Centre ville (Bordeaux),44.8409,-0.57765,Entire home/apt,80,3,64,2019-12-21,1.30,5,155
19016252,MAISON HÔTE 2/4P AVEC SPA BORDEAUX OCÉAN ET VIGNE,132495850,Céline,Le Taillan-Mdoc,Le Taillan-Mdoc,44.92786,-0.67591,Entire home/apt,65,4,31,2018-09-10,0.86,2,97
19016553,"Maison spacieuse, lumineuse, au calme avec jardin",4667994,Julien,Pessac,Nos,44.81047,-0.64042,Entire home/apt,120,6,7,2020-07-25,0.14,1,5
19018730,Appartement moderne en plein Bordeaux,128347565,Leslie,Bordeaux,Centre ville (Bordeaux),44.83663,-0.57726,Entire home/apt,65,1,0,,,1,0
19027182,Maison dans résidence calme,37715696,Floriane,Le Taillan-Mdoc,Le Taillan-Mdoc,44.89585,-0.66888,Entire home/apt,40,1,8,2017-08-25,0.16,1,0
19027460,Character property with heated pool,5058811,Jérôme,Villenave-d'Ornon,Villenave-d'Ornon,44.78186,-0.56235,Entire home/apt,350,6,9,2018-08-26,0.23,2,0
19029756,Chambre à Forum,93028440,Oihana,Talence,Talence,44.80979,-0.58954,Private room,18,1,1,2017-06-22,0.02,1,0
19029993,Charmant T2 en plein centre de Bordeaux,102714577,Ileana,Bordeaux,Bordeaux Sud,44.83523,-0.57032,Entire home/apt,50,4,1,2017-08-19,0.02,1,0
19033949,Studio Premium* Cœur historique de Bordeaux,24793586,Boris,Bordeaux,Bordeaux Sud,44.83572,-0.56661,Entire home/apt,50,2,210,2021-01-07,4.21,2,205
19037578,Belle chambre avec SDB au coeur de Bordeaux,132858632,Dominique,Bordeaux,Centre ville (Bordeaux),44.83707,-0.5706,Private room,50,2,75,2019-07-26,1.53,1,188
19043243,Studio hyper centre de Bordeaux,30514034,Isabelle,Bordeaux,Centre ville (Bordeaux),44.83675,-0.57077,Entire home/apt,57,5,94,2019-11-11,1.92,2,339
19044698,Chambre double avec salon privée,70798568,Hélène,Merignac,Arlac,44.82943,-0.63721,Private room,43,3,0,,,2,365
19048840,Agréable maison proche Bordeaux,132957615,Cecile,Eysines,Eysines,44.89119,-0.64187,Entire home/apt,94,4,17,2020-08-07,0.34,1,13
19052144,"Charming & very quiet apartment (terrace, parking)",15821124,Jean-Baptiste,Bordeaux,Nansouty - Saint Gens,44.82503,-0.57159,Entire home/apt,105,3,175,2020-01-20,3.55,2,0
19052236,grande maison proche aéroport et bordeaux centre,7330830,Ema & Antoine,Eysines,Eysines,44.86306,-0.63522,Entire home/apt,124,5,11,2019-08-15,0.23,1,2
19052779,Maison bordelaise de 70m2 à deux pas du centre,132993092,Jean-Marc,Bordeaux,Centre ville (Bordeaux),44.84262,-0.59781,Entire home/apt,78,2,3,2020-12-26,0.07,1,0
19059295,Appartement T2 40 m2 + Terrasse nature de 40 m2,129626022,Clément,Bordeaux,Bordeaux Maritime,44.87797,-0.55277,Entire home/apt,89,2,67,2020-11-30,1.34,1,342
19062320,"Échoppe, jardin et jaccuzzi proche centre",40195692,Alexandre,Bordeaux,Bordeaux Maritime,44.87609,-0.551,Entire home/apt,105,6,1,2017-08-12,0.02,1,96
19065075,"2 bedroom apt, 12 min from Bordeaux train station",13336154,Renée,Bgles,Bgles,44.80816,-0.5481,Entire home/apt,50,5,2,2017-08-11,0.04,1,0
19067842,agréable studio dans le centre de Bordeaux,133077606,Irina,Bordeaux,Bordeaux Sud,44.83336,-0.57022,Entire home/apt,30,1,0,,,1,0
19068781,2 chambres dans le centre de Bordeaux,133121574,Clementine,Bordeaux,Caudran,44.84693,-0.59949,Private room,200,1,0,,,1,0
19068931,Charmant T3 au centre de Merignac,44592694,Mylene,Merignac,Centre ville (Merignac),44.84343,-0.65303,Entire home/apt,55,4,1,2017-10-13,0.02,1,0
19070180,T2 en plein centre,117673387,Alexandra,Bordeaux,Centre ville (Bordeaux),44.83863,-0.57382,Entire home/apt,80,2,2,2017-06-19,0.04,1,0
19070504,80m2 Bordeaux centre,133124883,Antoine,Bordeaux,Bordeaux Sud,44.82845,-0.57037,Entire home/apt,51,1,2,2017-06-11,0.04,1,0
19070555,Pour un agréable séjour,101634807,Christophe Et Sonia,Gradignan,Gradignan,44.77496,-0.60126,Entire home/apt,46,5,141,2019-02-02,2.85,1,161
19077991,Ravissant Appartement à 5mn de Bordeaux,51856423,Randy,Bordeaux,Bordeaux Maritime,44.86433,-0.56137,Entire home/apt,90,1,0,,,1,358
19078818,Maison d'architecte entre Bordeaux et le Bassin,90845919,Karine,Pessac,Toctoucau,44.75368,-0.74418,Entire home/apt,366,7,4,2020-08-23,0.35,2,0
19078858,Belle maison familiale Bordeaux intra muros,42660311,Pauline,Bordeaux,Centre ville (Bordeaux),44.84508,-0.59223,Entire home/apt,200,3,24,2018-07-29,0.50,1,12
19080704,Appartement cosy avec garage proche de la Victoire,1695657,Sébastien,Bordeaux,Nansouty - Saint Gens,44.82778,-0.5779,Entire home/apt,50,5,2,2017-08-13,0.04,1,0
19081895,Jolie chambre pour 2 personnes proche du centre,39351551,Juliette,Bordeaux,Bordeaux Sud,44.83242,-0.57435,Private room,30,1,15,2018-06-19,0.30,2,0
19082271,Echoppe bordelaise rénovée près du centre-ville,28060891,Nathalie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8247,-0.59607,Entire home/apt,117,2,24,2018-07-31,0.50,1,4
19091801,"Studio cozy, Bordeaux St Pierre, historical heart",17124494,Valérie & Marc,Bordeaux,Centre ville (Bordeaux),44.83749,-0.56994,Entire home/apt,75,2,37,2019-07-03,0.75,1,365
19092614,villa avec piscine entre Bordeaux et l'océan,5485560,Carmen,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.92924,-0.75564,Entire home/apt,216,6,14,2018-08-07,0.29,1,188
19093665,Studio Bordeaux Hyper Centre,133364422,Jean Louis,Bordeaux,Centre ville (Bordeaux),44.843529,-0.582619,Entire home/apt,89,3,3,2018-06-09,0.06,1,46
19093738,Maisonnette avec jardin entre centre-ville & forêt,34160088,Lauriane,Floirac,Floirac,44.83513,-0.52914,Entire home/apt,120,3,10,2020-08-18,0.21,1,23
19097511,Charmant T2 dans le centre piéton de Bordeaux !,87880834,Vincent,Bordeaux,Centre ville (Bordeaux),44.8398,-0.57837,Entire home/apt,45,3,0,,,1,0
19098550,Maison Proche Vinexpo,82696497,Ludovic,Parempuyre,Parempuyre,44.94737,-0.61085,Entire home/apt,360,2,0,,,1,0
19105882,Appartement en bord de Dordogne,10828295,Paul,Saint-Vincent-de-Paul,Saint-Vincent-de-Paul,44.97366,-0.47608,Private room,50,3,10,2018-09-06,0.20,3,350
19107777,Superbe appartement idéalement situe au chartrons,57490682,Léa,Bordeaux,Bordeaux Maritime,44.85941,-0.55966,Entire home/apt,70,2,18,2019-10-15,0.39,1,356
19109351,Jolie petite maison entre Bordeaux et l'océan.,28149928,Magali Et Philippe,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.90595,-0.72502,Entire home/apt,80,3,19,2020-08-24,0.39,1,102
19109524,Grande chambre aux Capucins avec sdb privée,69044533,Valérie,Bordeaux,Nansouty - Saint Gens,44.82598,-0.56888,Private room,40,3,165,2020-02-28,3.37,4,185
19110494,Duplex en ville vue sur les toits de Bordeaux,126303422,Jean,Bordeaux,Bordeaux Sud,44.83299,-0.5617,Entire home/apt,22,1,2,2018-07-16,0.05,1,0
19112009,"T4, Centre - Gambetta",45707083,Charles,Bordeaux,Centre ville (Bordeaux),44.84243,-0.58728,Entire home/apt,30,1,9,2017-08-01,0.18,1,0
19112054,Grande chambre,133528980,Quentin,Bordeaux,Bordeaux Sud,44.82683,-0.56316,Private room,80,1,0,,,1,0
19112707,Agréable échoppe bordelaise avec joli jardin,27140959,Sophie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83331,-0.60646,Entire home/apt,129,6,11,2019-08-08,0.26,1,7
19113907,Appartement bordelais de 80 m2 en centre ville,133558410,Anna,Bordeaux,Centre ville (Bordeaux),44.84122,-0.58471,Entire home/apt,80,1,22,2017-11-19,0.45,1,0
19115201,Cosy & charming 1 bedroom flat next to city center,133568936,Ludovic,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83062,-0.58445,Entire home/apt,67,3,38,2018-05-08,0.80,1,0
19116774,♡ VERY CENTRAL ♡ Calm & cosy apartment,16812896,Charly,Bordeaux,Centre ville (Bordeaux),44.83865,-0.57616,Entire home/apt,55,2,6,2017-07-21,0.12,1,0
19117247,"Maison avec jardinet à Eysines, proche rocade et Bordeaux centre",25003631,Christelle,Eysines,Eysines,44.86338,-0.64923,Private room,48,1,0,,,1,0
19117904,Lightly and confortable house 5 min Bordeaux,38809695,Audrey,Floirac,Floirac,44.8366,-0.52329,Entire home/apt,100,4,1,2017-08-18,0.02,1,0
19118161,Charmant duplex idéalement situé - Gare Saint Jean,128584482,Thomas,Bordeaux,Bordeaux Sud,44.82415,-0.5537,Entire home/apt,60,2,15,2019-12-28,0.30,1,0
19124106,Petite roulotte cerise,133657986,Patricia,Villenave-d'Ornon,Villenave-d'Ornon,44.78101,-0.56281,Entire home/apt,100,3,0,,,1,0
19124979,Chambre avec accès piscine et petit déjeuner,123866979,Anne Laure,Merignac,La Glacire,44.83535,-0.61594,Private room,45,1,4,2019-07-25,0.08,4,0
19125984,Maison calme et lumineuse avec jardin,4309936,Cyrille Et Lucie,Bordeaux,Nansouty - Saint Gens,44.82261,-0.57657,Entire home/apt,120,7,9,2020-01-04,0.19,1,0
19127340,"Appartement T2 situé aux Chartrons
10min du centre",27421050,Julie,Bordeaux,Bordeaux Maritime,44.85962,-0.56255,Entire home/apt,59,2,0,,,1,0
19130328,Chaleureuse maison contemporaine de 120 m2,116225380,Aurore&Martin,Bordeaux,Caudran,44.84503,-0.61658,Entire home/apt,130,4,7,2018-08-24,0.15,1,0
19132213,Maison + parking + tram direct centre-ville,25226903,Adèle,Bgles,Bgles,44.81056,-0.54747,Entire home/apt,80,2,33,2018-10-04,0.67,1,0
19137859,superbe maison bordelaise avec jardin,4240966,Gael,Talence,Talence,44.81643,-0.58488,Entire home/apt,200,4,0,,,1,91
19138303,T3 rénové pour découvrir Bordeaux et sa région,68511412,Jean-Francois,Talence,Talence,44.79547,-0.59196,Entire home/apt,50,3,9,2017-09-10,0.18,1,0
19138521,T1 Bis duplex TALENCE,58226449,Pierre,Talence,Talence,44.80749,-0.60019,Entire home/apt,35,2,5,2017-06-16,0.10,1,0
19140787,Cosy studio in the center of Bordeaux,80077973,Laila,Bordeaux,Centre ville (Bordeaux),44.84025,-0.57758,Entire home/apt,50,2,5,2017-10-16,0.11,1,0
19141743,Maison cosy bordeaux,68250694,Bertrand,Le Bouscat,Le Bouscat,44.86383,-0.5878,Entire home/apt,145,2,1,2017-06-09,0.02,1,0
19145840,"Saint michel
Grand appartement avec terrasse",133865906,Justin,Bordeaux,Bordeaux Sud,44.83328,-0.57191,Entire home/apt,250,3,8,2019-11-11,0.30,1,0
19147076,Grande chambre lumineuse avec terrasse,133864959,Justin,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83466,-0.57862,Private room,200,1,0,,,1,0
19149215,Charmante maison entre ville et océan,61623768,Nicolas,Pessac,3M-Bourgailh,44.80004,-0.66973,Entire home/apt,50,3,51,2017-07-24,1.04,1,0
19149721,Chambre dans appartement atypique centre Bordelais,123552777,Joris,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8312,-0.57789,Private room,30,1,10,2017-12-07,0.23,1,0
19151664,Maison de ville - Bdx centre - Spacieuse lumineuse,133900389,Daniel Et Annie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85255,-0.58942,Entire home/apt,90,3,57,2018-09-17,1.21,1,275
19156561,Studio de 27m² près de Bordeaux,112266100,Théo,Gradignan,Gradignan,44.78642,-0.60405,Entire home/apt,39,1,3,2017-06-20,0.06,1,0
19156848,Authentic apartment in Bordeaux center,291032298,Luckey,Bordeaux,Centre ville (Bordeaux),44.84539,-0.58852,Entire home/apt,110,2,23,2019-10-15,0.47,45,275
